法规名称,法条号,内容,时效性,一级效力级别,二级效力级别,地域(含市),实施日期,失效日期,地域,详情链接,法条ID,法规ID,标签,相似度评分,类型
中华人民共和国公司法(2023修订),第一百四十二条,"　公司的资本划分为股份。公司的全部股份，根据公司章程的规定择一采用面额股或者无面额股。采用面额股的，每一股的金额相等。
公司可以根据公司章程的规定将已发行的面额股全部转换为无面额股或者将无面额股全部转换为面额股。
采用无面额股的，应当将发行股份所得股款的二分之一以上计入注册资本。",现行有效,法律,法律,中央,20240701,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/4b6623ef5d58443a55a8a693226fc7a8?text=142,4b6623ef5d58443a55a8a693226fc7a8_142,4b6623ef5d58443a55a8a693226fc7a8,"['企业法##内资企业', '财税##其他法律法规##其他法律', '财税##司法及单行法律专题法规##公司法', '财税##其他法律法规', '财税##司法及单行法律专题法规', '财税', '企业法', '证券行业法规', '上市公司法', '上市公司法##上市公司']",0.8549187239999999,1
中华人民共和国保险法(2015修正),第六十九条,"　设立保险公司，其注册资本的最低限额为人民币二亿元。 
国务院保险监督管理机构根据保险公司的业务范围、经营规模，可以调整其注册资本的最低限额，但不得低于本条第一款规定的限额。 
保险公司的注册资本必须为实缴货币资本。",现行有效,法律,法律,中央,20150424,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/05091f5ed325b3b8f15a758b92de13e2?text=69,05091f5ed325b3b8f15a758b92de13e2_69,05091f5ed325b3b8f15a758b92de13e2,"['财税##金融证券法规', '财税##其他法律法规##其他法律', '财税##金融证券法规##金融监管法规##金融监管法规', '企业法##对外业务活动规范', '财税##其他法律法规', '财税', '财税##金融证券法规##金融监管法规', '企业法']",0.85299492,1
最高人民检察院、公安部关于严格依法办理虚报注册资本和虚假出资抽逃出资刑事案件的通知,第一条,各级公安机关、检察机关要充分认识新修改的公司法和全国人大常委会立法解释的重要意义，深刻领会其精神实质，力争在案件办理工作中准确适用，并及时了解掌握本地区虚报注册资本和虚假出资、抽逃出资案件新情况、新问题以及其他相关犯罪态势，进一步提高办理虚报注册资本和虚假出资、抽逃出资刑事案件的能力和水平。。,现行有效,司法解释,两高工作文件,,20140520,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/e243d2d0ce71840bacbf65218493d2e7?text=1,e243d2d0ce71840bacbf65218493d2e7_1,e243d2d0ce71840bacbf65218493d2e7,"['上市公司法##刑事责任', '上市公司法##上市公司', '上市公司法']",0.83378472,1
中华人民共和国公司法(2023修订),第二百五十条,　违反本法规定，虚报注册资本、提交虚假材料或者采取其他欺诈手段隐瞒重要事实取得公司登记的，由公司登记机关责令改正，对虚报注册资本的公司，处以虚报注册资本金额百分之五以上百分之十五以下的罚款；对提交虚假材料或者采取其他欺诈手段隐瞒重要事实的公司，处以五万元以上二百万元以下的罚款；情节严重的，吊销营业执照；对直接负责的主管人员和其他直接责任人员处以三万元以上三十万元以下的罚款。,现行有效,法律,法律,中央,20240701,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/4b6623ef5d58443a55a8a693226fc7a8?text=250,4b6623ef5d58443a55a8a693226fc7a8_250,4b6623ef5d58443a55a8a693226fc7a8,"['企业法##内资企业', '财税##其他法律法规##其他法律', '财税##司法及单行法律专题法规##公司法', '财税##其他法律法规', '财税##司法及单行法律专题法规', '财税', '企业法', '证券行业法规', '上市公司法', '上市公司法##上市公司']",0.8254077,1
中华人民共和国公司法(2023修订),第一百零五条,"　公司设立时应发行的股份未募足，或者发行股份的股款缴足后，发起人在三十日内未召开成立大会的，认股人可以按照所缴股款并加算银行同期存款利息，要求发起人返还。
发起人、认股人缴纳股款或者交付非货币财产出资后，除未按期募足股份、发起人未按期召开成立大会或者成立大会决议不设立公司的情形外，不得抽回其股本。",现行有效,法律,法律,中央,20240701,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/4b6623ef5d58443a55a8a693226fc7a8?text=105,4b6623ef5d58443a55a8a693226fc7a8_105,4b6623ef5d58443a55a8a693226fc7a8,"['企业法##内资企业', '财税##其他法律法规##其他法律', '财税##司法及单行法律专题法规##公司法', '财税##其他法律法规', '财税##司法及单行法律专题法规', '财税', '企业法', '证券行业法规', '上市公司法', '上市公司法##上市公司']",0.81870744,1
中华人民共和国证券法(2019修订),第一百二十一条,"　证券公司经营本法第一百二十条第一款第（一）项至第（三）项业务的，注册资本最低限额为人民币五千万元；经营第（四）项至第（八）项业务之一的，注册资本最低限额为人民币一亿元；经营第（四）项至第（八）项业务中两项以上的，注册资本最低限额为人民币五亿元。证券公司的注册资本应当是实缴资本。 
国务院证券监督管理机构根据审慎监管原则和各项业务的风险程度，可以调整注册资本最低限额，但不得少于前款规定的限额。",现行有效,法律,法律,中央,20200301,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/f60152fce037dbb27c49045cb502bde7?text=121,f60152fce037dbb27c49045cb502bde7_121,f60152fce037dbb27c49045cb502bde7,"['财税##金融证券法规##证券法规', '财税##金融证券法规', '财税##其他法律法规##其他法律', '企业法##证券、债券', '财税##金融证券法规##证券法规##证监会', '财税##其他法律法规', '财税', '企业法', '证券行业法规', '上市公司法', '上市公司法##上市公司']",0.8148867599999999,1
最高人民法院执行工作办公室关于股东因公司设立后的增资瑕疵应否对公司债权人承担责任问题的复函,,"　　最高人民法院执行工作办公室关于股东因公司
　　设立后的增资瑕疵应否对公司债权人承担责任问题的复函
　　（[2003]执他字第33号　2003年12月11日）
　　江苏省高级人民法院：
　　你院[2002]苏执监字第171号《关于南通开发区富马物资公司申请执行深圳龙岗电影城实业有限公司一案的请示报告》收悉，经研究，答复如下：
　　我们认为，公司增加注册资金是扩张经营规模、增强责任能力的行为，原股东约定按照原出资比例承担增资责任，与公司设立时的初始出资是没有区别的。公司股东若有增资瑕疵，应承担与公司设立时的出资瑕疵相同的责任。但是，公司设立后增资与公司设立时出资的不同之处在于，股东履行交付资产的时间不同。正因为这种时间上的差异，导致交易人(公司债权人)对于公司责任能力的预期是不同的。股东按照其承诺履行出资或增资的义务是相对于社会的一种法定的资本充实义务，股东出资或增资的责任应与公司债权人基于公司的注册资金对其责任能力产生的判断相对应。",现行有效,司法解释,司法解释性质文件,中央,20031211,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/7c11fc4ee6e87935212ff60aff35137f,,7c11fc4ee6e87935212ff60aff35137f,[],0.8014874399999999,2
中华人民共和国公司法(2023修订),第九十八条,"　发起人应当在公司成立前按照其认购的股份全额缴纳股款。
发起人的出资，适用本法第四十八条、第四十九条第二款关于有限责任公司股东出资的规定。",现行有效,法律,法律,中央,20240701,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/4b6623ef5d58443a55a8a693226fc7a8?text=98,4b6623ef5d58443a55a8a693226fc7a8_98,4b6623ef5d58443a55a8a693226fc7a8,"['企业法##内资企业', '财税##其他法律法规##其他法律', '财税##司法及单行法律专题法规##公司法', '财税##其他法律法规', '财税##司法及单行法律专题法规', '财税', '企业法', '证券行业法规', '上市公司法', '上市公司法##上市公司']",0.7840177199999999,1
最高人民检察院、公安部关于严格依法办理虚报注册资本和虚假出资抽逃出资刑事案件的通知,第三条,依法妥善处理跨时限案件。各级公安机关、检察机关对发生在2014年3月1日以前尚未处理或者正在处理的虚报注册资本和虚假出资、抽逃出资刑事案件，应当按照刑法第十二条规定的精神处理：除依法实行注册资本实缴登记制的公司以外，依照新修改的公司法不再符合犯罪构成要件的案件，公安机关已经立案侦查的，应当撤销案件；检察机关已经批准逮捕的，应当撤销批准逮捕决定，并监督公安机关撤销案件；检察机关审查起诉的，应当作出不起诉决定；检察机关已经起诉的，应当撤回起诉并作出不起诉决定；检察机关已经抗诉的，应当撤回抗诉。,现行有效,司法解释,两高工作文件,,20140520,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/e243d2d0ce71840bacbf65218493d2e7?text=3,e243d2d0ce71840bacbf65218493d2e7_3,e243d2d0ce71840bacbf65218493d2e7,"['上市公司法##刑事责任', '上市公司法##上市公司', '上市公司法']",0.7802942399999999,1
中华人民共和国公司法(2023修订),第九十七条,"　以发起设立方式设立股份有限公司的，发起人应当认足公司章程规定的公司设立时应发行的股份。
以募集设立方式设立股份有限公司的，发起人认购的股份不得少于公司章程规定的公司设立时应发行股份总数的百分之三十五；但是，法律、行政法规另有规定的，从其规定。",现行有效,法律,法律,中央,20240701,99999999,中央,https://ydzk.chineselaw.com/zxt/statuteDetail/detailPage/4b6623ef5d58443a55a8a693226fc7a8?text=97,4b6623ef5d58443a55a8a693226fc7a8_97,4b6623ef5d58443a55a8a693226fc7a8,"['企业法##内资企业', '财税##其他法律法规##其他法律', '财税##司法及单行法律专题法规##公司法', '财税##其他法律法规', '财税##司法及单行法律专题法规', '财税', '企业法', '证券行业法规', '上市公司法', '上市公司法##上市公司']",0.765790848,1
